employee_id_1,employee_id_2,compatibility_score,collaboration_count,last_collaboration_date
E00057,E00338,6.8,1,2026-03-19
E00074,E00283,7.9,1,2026-03-19
E00074,E00338,7.1,2,2026-03-19
E00074,E00342,6.5,1,2026-03-19
E00074,E00414,7.8,1,2026-03-19
E00080,E00283,8.4,1,2026-03-19
E00118,E00338,7.1,2,2026-03-19
E00129,E00196,6.4,1,2026-03-19
E00182,E00338,6.1,2,2026-03-19
E00182,E00342,6.0,1,2026-03-19
E00186,E00198,7.7,1,2026-03-19
E00198,E00421,6.8,1,2026-03-19
E00244,E00338,6.3,1,2026-03-19
E00331,E00338,6.5,1,2026-03-19
E00331,E00342,6.1,2,2026-04-11
E00338,E00421,7.5,1,2026-03-19
E00025,E00196,7.3,1,2025-01-27
E00025,E00425,6.9,1,2025-01-27
E00120,E00327,7.4,1,2025-01-27
E00120,E00345,7.0,1,2025-01-27
E00196,E00378,7.1,1,2025-01-27
E00249,E00378,7.9,1,2025-01-27
E00264,E00327,7.2,1,2025-01-27
E00264,E00378,6.1,1,2025-01-27
E00327,E00378,8.1,1,2025-01-27
E00345,E00425,6.1,1,2025-01-27
E00014,E00089,6.3,1,2026-04-02
E00081,E00102,8.3,1,2026-04-02
E00081,E00216,8.4,2,2026-04-02
E00089,E00215,6.6,1,2026-04-02
E00304,E00358,5.6,1,2026-04-02
E00353,E00358,6.6,1,2026-04-02
E00043,E00147,6.7,1,2025-05-11
E00043,E00165,6.1,1,2025-05-11
E00049,E00066,6.1,1,2025-05-11
E00049,E00165,5.5,1,2025-05-11
E00098,E00165,5.5,1,2025-05-11
E00147,E00225,6.0,1,2025-05-11
E00195,E00265,7.0,2,2026-02-25
E00225,E00265,5.9,2,2026-04-05
E00240,E00265,7.0,1,2025-05-11
E00012,E00190,5.5,1,2025-07-13
E00019,E00122,9.0,2,2025-07-13
E00122,E00238,7.5,2,2025-07-13
E00190,E00231,7.0,1,2025-07-13
E00190,E00252,7.1,1,2025-07-13
E00231,E00238,6.7,1,2025-07-13
E00231,E00266,6.1,1,2025-07-13
E00238,E00260,6.5,1,2025-07-13
E00252,E00260,8.7,1,2025-07-13
E00252,E00266,6.7,1,2025-07-13
E00252,E00277,6.3,1,2025-07-13
E00082,E00356,6.0,1,2024-11-07
E00082,E00601,6.2,1,2024-11-07
E00158,E00356,6.3,1,2024-11-07
E00158,E00399,7.0,1,2024-11-07
E00158,E00447,5.8,1,2024-11-07
E00173,E00228,5.6,1,2024-11-07
E00173,E00395,6.8,1,2024-11-07
E00173,E00601,5.6,1,2024-11-07
E00173,E00639,7.6,2,2026-04-03
E00299,E00601,6.2,1,2024-11-07
E00388,E00578,6.3,1,2024-11-07
E00399,E00578,6.6,1,2024-11-07
E00399,E00601,6.7,1,2024-11-07
E00447,E00616,5.5,1,2024-11-07
E00601,E00639,5.5,1,2024-11-07
E00008,E00012,7.5,1,2025-01-07
E00008,E00152,6.2,2,2025-01-07
E00008,E00458,7.3,1,2025-01-07
E00012,E00062,7.7,1,2025-01-07
E00062,E00064,7.2,1,2025-01-07
E00062,E00496,6.6,1,2025-01-07
E00071,E00152,6.7,2,2025-07-24
E00152,E00199,6.5,2,2025-01-07
E00187,E00458,7.2,1,2025-01-07
E00012,E00295,9.6,1,2026-02-20
E00015,E00282,6.3,1,2026-02-20
E00143,E00175,6.5,1,2026-02-20
E00149,E00452,5.5,1,2026-02-20
E00175,E00452,5.7,1,2026-02-20
E00273,E00498,7.8,1,2026-02-20
E00282,E00452,6.4,1,2026-02-20
E00295,E00452,7.7,1,2026-02-20
E00452,E00498,6.1,1,2026-02-20
E00498,E00611,7.4,1,2026-02-20
E00015,E00190,5.8,1,2025-07-25
E00015,E00242,8.4,1,2025-07-25
E00015,E00343,5.7,1,2025-07-25
E00015,E00487,5.9,1,2025-07-25
E00031,E00050,6.7,1,2025-07-25
E00031,E00430,6.9,1,2025-07-25
E00031,E00494,7.1,1,2025-07-25
E00184,E00357,6.9,1,2025-07-25
E00184,E00453,6.9,1,2025-07-25
E00190,E00487,7.1,1,2025-07-25
E00234,E00314,7.1,2,2026-04-21
E00234,E00484,6.5,1,2025-07-25
E00242,E00343,8.0,1,2025-07-25
E00314,E00430,6.0,1,2025-07-25
E00314,E00494,6.2,1,2025-07-25
E00343,E00357,7.5,1,2025-07-25
E00343,E00430,5.9,1,2025-07-25
E00343,E00484,7.2,1,2025-07-25
E00429,E00484,6.1,1,2025-07-25
E00430,E00494,6.7,1,2025-07-25
E00453,E00494,6.5,1,2025-07-25
E00038,E00197,6.1,1,2026-03-25
E00034,E00453,7.2,1,2024-10-23
E00039,E00109,7.8,1,2024-10-23
E00039,E00121,6.3,1,2024-10-23
E00109,E00273,6.2,1,2024-10-23
E00109,E00453,6.4,1,2024-10-23
E00121,E00516,7.6,1,2024-10-23
E00453,E00472,6.6,1,2024-10-23
E00145,E00323,7.2,1,2025-04-07
E00218,E00343,7.2,1,2025-04-07
E00323,E00343,7.4,1,2025-04-07
E00343,E00397,7.7,1,2025-04-07
E00355,E00397,6.4,2,2026-02-20
E00021,E00025,6.2,1,2026-03-27
E00088,E00236,6.3,1,2026-03-27
E00214,E00338,7.2,1,2026-03-27
E00018,E00316,5.9,1,2024-09-25
E00047,E00316,7.2,1,2024-09-25
E00110,E00309,6.9,1,2024-09-25
E00198,E00309,6.6,2,2024-10-07
E00198,E00370,5.8,1,2024-09-25
E00232,E00309,7.0,2,2026-02-12
E00316,E00342,6.8,1,2024-09-25
E00009,E00247,7.9,1,2025-11-26
E00009,E00353,6.9,1,2025-11-26
E00009,E00412,7.5,1,2025-11-26
E00050,E00067,6.9,1,2025-11-26
E00050,E00072,5.7,1,2025-11-26
E00050,E00112,7.9,1,2025-11-26
E00050,E00177,6.6,1,2025-11-26
E00072,E00115,6.2,1,2025-11-26
E00072,E00412,6.7,1,2025-11-26
E00115,E00128,7.2,1,2025-11-26
E00128,E00412,7.0,1,2025-11-26
E00201,E00412,6.4,1,2025-11-26
E00221,E00280,6.5,1,2025-11-26
E00247,E00412,7.2,1,2025-11-26
E00014,E00083,7.0,1,2025-10-10
E00014,E00305,7.9,1,2025-10-10
E00028,E00242,7.0,1,2025-10-10
E00053,E00177,7.0,1,2025-10-10
E00053,E00305,6.7,3,2025-10-10
E00113,E00321,6.3,1,2025-10-10
E00113,E00380,6.0,1,2025-10-10
E00121,E00138,5.7,1,2025-10-10
E00121,E00207,6.0,1,2025-10-10
E00138,E00291,6.6,1,2025-10-10
E00138,E00357,6.4,1,2025-10-10
E00170,E00380,7.1,1,2025-10-10
E00177,E00244,6.2,2,2025-10-10
E00207,E00291,7.4,1,2025-10-10
E00242,E00305,7.7,1,2025-10-10
E00244,E00305,6.2,1,2025-10-10
E00321,E00364,6.0,1,2025-10-10
E00321,E00380,6.5,2,2025-10-10
E00019,E00113,5.7,1,2023-06-26
E00019,E00200,5.9,1,2023-06-26
E00019,E00273,5.5,1,2023-06-26
E00051,E00266,6.8,2,2025-03-28
E00076,E00103,6.5,1,2023-06-26
E00076,E00200,6.9,1,2023-06-26
E00076,E00273,7.0,1,2023-06-26
E00089,E00266,6.5,1,2023-06-26
E00103,E00314,5.8,1,2023-06-26
E00109,E00209,6.9,1,2023-06-26
E00109,E00247,7.8,1,2023-06-26
E00130,E00273,6.5,1,2023-06-26
E00130,E00314,7.0,1,2023-06-26
E00209,E00273,5.6,1,2023-06-26
E00008,E00025,8.1,1,2026-04-03
E00008,E00298,7.6,1,2026-04-03
E00013,E00064,7.8,1,2026-04-03
E00025,E00331,6.6,2,2026-04-03
E00091,E00146,7.0,1,2026-04-03
E00091,E00207,5.8,1,2026-04-03
E00131,E00138,6.8,1,2026-04-03
E00131,E00207,6.0,1,2026-04-03
E00131,E00267,6.7,1,2026-04-03
E00146,E00298,6.9,1,2026-04-03
E00331,E00390,7.5,1,2026-04-03
E00017,E00080,6.5,1,2025-03-20
E00017,E00136,6.4,1,2025-03-20
E00055,E00069,7.3,1,2025-03-20
E00055,E00184,7.4,1,2025-03-20
E00069,E00136,7.3,1,2025-03-20
E00069,E00168,7.7,1,2025-03-20
E00080,E00136,5.5,1,2025-03-20
E00080,E00236,5.9,1,2025-03-20
E00083,E00136,6.4,1,2025-03-20
E00136,E00207,5.5,1,2025-03-20
E00028,E00182,7.7,2,2025-09-04
E00054,E00252,6.9,1,2025-09-04
E00054,E00453,7.7,1,2025-09-04
E00103,E00316,6.1,1,2025-09-04
E00103,E00428,7.5,1,2025-09-04
E00103,E00435,5.6,1,2025-09-04
E00142,E00316,6.0,1,2025-09-04
E00182,E00348,7.7,1,2025-09-04
E00198,E00252,5.5,1,2025-09-04
E00198,E00413,6.0,1,2025-09-04
E00213,E00264,7.0,1,2025-09-04
E00213,E00533,7.7,1,2025-09-04
E00252,E00413,6.2,1,2025-09-04
E00316,E00428,8.4,1,2025-09-04
E00348,E00435,7.6,1,2025-09-04
E00348,E00533,7.3,1,2025-09-04
E00403,E00435,5.9,1,2025-09-04
E00403,E00533,6.4,1,2025-09-04
E00428,E00435,7.7,1,2025-09-04
E00071,E00354,6.7,1,2026-03-08
E00130,E00157,7.0,2,2026-03-08
E00130,E00178,6.9,1,2026-03-08
E00161,E00379,7.9,1,2026-03-08
E00348,E00379,8.0,1,2026-03-08
E00379,E00420,7.9,1,2026-03-08
E00053,E00084,8.1,1,2024-11-21
E00053,E00147,7.1,1,2024-11-21
E00054,E00248,8.5,1,2024-11-21
E00069,E00139,8.7,1,2024-11-21
E00079,E00177,6.8,2,2024-11-21
E00079,E00223,8.8,1,2024-11-21
E00079,E00341,7.7,1,2024-11-21
E00106,E00170,6.1,1,2024-11-21
E00128,E00139,6.9,2,2025-05-07
E00128,E00219,7.9,1,2024-11-21
E00147,E00170,6.3,1,2024-11-21
E00147,E00204,6.0,1,2024-11-21
E00170,E00254,6.4,1,2024-11-21
E00170,E00282,7.3,1,2024-11-21
E00170,E00341,6.1,1,2024-11-21
E00170,E00347,7.0,1,2024-11-21
E00177,E00219,7.1,1,2024-11-21
E00204,E00282,6.6,1,2024-11-21
E00219,E00223,8.2,1,2024-11-21
E00223,E00248,7.7,1,2024-11-21
E00331,E00341,5.5,1,2024-11-21
E00005,E00095,7.3,1,2023-10-25
E00005,E00116,6.8,1,2023-10-25
E00005,E00317,6.8,1,2023-10-25
E00008,E00095,6.8,2,2025-05-27
E00037,E00260,7.0,1,2023-10-25
E00037,E00329,6.6,1,2023-10-25
E00054,E00113,5.5,1,2023-10-25
E00054,E00156,6.3,2,2024-11-05
E00090,E00113,6.2,1,2023-10-25
E00090,E00116,5.5,1,2023-10-25
E00096,E00222,7.4,1,2023-10-25
E00110,E00116,5.9,1,2023-10-25
E00110,E00260,6.9,1,2023-10-25
E00116,E00222,5.6,1,2023-10-25
E00222,E00260,5.9,1,2023-10-25
E00049,E00358,6.1,1,2026-02-26
E00076,E00151,6.5,1,2026-02-26
E00076,E00167,6.1,2,2026-02-26
E00076,E00170,7.4,1,2026-02-26
E00151,E00182,6.3,1,2026-02-26
E00167,E00171,5.5,1,2026-02-26
E00167,E00222,5.5,1,2026-02-26
E00170,E00232,8.2,1,2026-02-26
E00171,E00222,5.5,1,2026-02-26
E00171,E00353,6.1,1,2026-02-26
E00030,E00049,6.6,1,2023-11-28
E00030,E00356,5.5,1,2023-11-28
E00042,E00143,7.7,1,2023-11-28
E00042,E00302,8.0,1,2023-11-28
E00049,E00106,7.2,1,2023-11-28
E00049,E00171,6.5,2,2024-11-18
E00049,E00302,7.5,1,2023-11-28
E00050,E00079,6.5,2,2024-08-27
E00050,E00152,6.8,1,2023-11-28
E00079,E00297,6.6,1,2023-11-28
E00125,E00198,6.5,1,2023-11-28
E00143,E00198,7.3,1,2023-11-28
E00152,E00353,9.4,1,2023-11-28
E00171,E00192,6.7,1,2023-11-28
E00171,E00204,6.0,1,2023-11-28
E00192,E00302,6.8,2,2023-11-28
E00192,E00353,8.9,1,2023-11-28
E00318,E00353,8.5,1,2023-11-28
E00072,E00476,6.4,1,2025-06-12
E00079,E00314,6.1,1,2025-06-12
E00133,E00315,6.1,1,2025-06-12
E00133,E00534,8.0,1,2025-06-12
E00140,E00314,6.3,1,2025-06-12
E00221,E00258,7.0,1,2025-06-12
E00258,E00315,6.6,1,2025-06-12
E00314,E00315,6.1,1,2025-06-12
E00476,E00671,7.0,1,2025-06-12
E00311,E00338,6.7,1,2024-10-19
E00019,E00162,6.8,1,2026-04-08
E00019,E00208,5.8,1,2026-04-08
E00046,E00208,5.9,1,2026-04-08
E00070,E00162,7.1,1,2026-04-08
E00109,E00162,7.8,1,2026-04-08
E00109,E00208,6.7,1,2026-04-08
E00129,E00384,7.3,1,2026-04-08
E00152,E00162,6.4,1,2026-04-08
E00152,E00176,6.3,1,2026-04-08
E00176,E00270,6.0,1,2026-04-08
E00228,E00391,7.6,1,2026-04-08
E00270,E00339,5.6,1,2026-04-08
E00270,E00384,6.6,2,2026-04-08
E00339,E00391,6.6,1,2026-04-08
E00019,E00046,6.8,1,2026-01-20
E00019,E00067,7.1,2,2026-01-20
E00019,E00338,7.7,1,2026-01-20
E00046,E00342,5.8,1,2026-01-20
E00046,E00359,7.2,1,2026-01-20
E00046,E00374,7.3,2,2026-01-20
E00067,E00142,7.0,2,2026-01-20
E00067,E00359,6.7,1,2026-01-20
E00067,E00448,5.5,1,2026-01-20
E00177,E00338,6.3,1,2026-01-20
E00177,E00448,6.6,1,2026-01-20
E00004,E00193,6.3,1,2026-04-11
E00006,E00007,5.8,1,2026-04-11
E00006,E00191,6.8,1,2026-04-11
E00006,E00228,7.5,1,2026-04-11
E00006,E00331,7.3,1,2026-04-11
E00006,E00333,6.4,1,2026-04-11
E00007,E00033,6.7,2,2026-04-11
E00033,E00157,6.1,1,2026-04-11
E00033,E00179,7.5,1,2026-04-11
E00033,E00333,6.1,1,2026-04-11
E00042,E00193,7.6,1,2026-04-11
E00071,E00191,8.4,1,2026-04-11
E00071,E00317,7.3,1,2026-04-11
E00083,E00179,7.1,1,2026-04-11
E00083,E00273,6.9,1,2026-04-11
E00083,E00317,6.3,1,2026-04-11
E00157,E00178,6.6,1,2026-04-11
E00164,E00331,6.1,1,2026-04-11
E00191,E00273,7.7,1,2026-04-11
E00191,E00317,7.4,1,2026-04-11
E00191,E00331,7.2,1,2026-04-11
E00191,E00333,5.9,1,2026-04-11
E00193,E00196,7.0,1,2026-04-11
E00193,E00317,7.7,1,2026-04-11
E00193,E00331,7.2,1,2026-04-11
E00193,E00333,7.5,2,2026-04-11
E00193,E00342,6.6,1,2026-04-11
E00228,E00264,6.8,1,2026-04-11
E00317,E00342,6.6,1,2026-04-11
E00041,E00286,5.9,1,2023-08-27
E00110,E00410,7.7,1,2023-08-27
E00142,E00223,7.6,1,2023-08-27
E00142,E00359,7.2,1,2023-08-27
E00142,E00422,6.5,1,2023-08-27
E00148,E00223,8.2,1,2023-08-27
E00148,E00410,6.7,1,2023-08-27
E00223,E00609,7.9,1,2023-08-27
E00264,E00410,6.2,1,2023-08-27
E00359,E00422,6.6,1,2023-08-27
E00067,E00140,6.7,1,2026-04-07
E00076,E00138,6.0,1,2026-04-07
E00090,E00309,6.1,1,2026-04-07
E00126,E00234,7.5,1,2026-04-07
E00231,E00234,7.4,1,2026-04-07
E00014,E00194,8.1,1,2025-10-08
E00014,E00273,7.3,1,2025-10-08
E00014,E00318,8.2,1,2025-10-08
E00014,E00393,8.3,1,2025-10-08
E00073,E00194,7.1,1,2025-10-08
E00073,E00289,6.0,1,2025-10-08
E00151,E00201,6.4,1,2025-10-08
E00194,E00318,6.6,1,2025-10-08
E00201,E00302,6.6,1,2025-10-08
E00220,E00318,6.3,1,2025-10-08
E00268,E00273,6.3,1,2025-10-08
E00268,E00302,6.4,1,2025-10-08
E00268,E00405,7.7,1,2025-10-08
E00012,E00373,6.8,1,2025-07-01
E00045,E00062,6.4,1,2025-07-01
E00045,E00329,7.0,1,2025-07-01
E00051,E00234,6.2,2,2025-07-01
E00051,E00329,5.5,1,2025-07-01
E00051,E00373,5.5,1,2025-07-01
E00062,E00279,5.5,1,2025-07-01
E00062,E00407,7.0,1,2025-07-01
E00101,E00407,7.0,1,2025-07-01
E00234,E00373,5.7,1,2025-07-01
E00389,E00407,6.7,1,2025-07-01
E00013,E00024,8.1,1,2023-10-27
E00024,E00364,7.2,1,2023-10-27
E00031,E00091,7.7,3,2026-03-20
E00031,E00130,7.0,2,2025-03-05
E00078,E00251,7.6,2,2025-12-31
E00078,E00357,7.7,2,2026-02-22
E00079,E00339,7.1,1,2023-10-27
E00079,E00359,7.2,1,2023-10-27
E00091,E00251,7.6,1,2023-10-27
E00091,E00287,8.5,1,2023-10-27
E00112,E00130,6.0,2,2026-05-06
E00112,E00324,7.0,1,2023-10-27
E00130,E00251,6.6,2,2025-03-05
E00246,E00251,8.3,1,2023-10-27
E00246,E00364,8.0,1,2023-10-27
E00272,E00280,7.9,1,2023-10-27
E00280,E00323,9.1,1,2023-10-27
E00280,E00382,8.4,1,2023-10-27
E00287,E00359,7.2,1,2023-10-27
E00324,E00382,8.1,1,2023-10-27
E00015,E00116,7.3,1,2026-02-20
E00015,E00317,7.5,1,2026-02-20
E00053,E00352,7.5,1,2026-02-20
E00094,E00338,5.7,1,2026-02-20
E00116,E00122,7.2,1,2026-02-20
E00116,E00207,6.6,1,2026-02-20
E00116,E00325,7.5,1,2026-02-20
E00116,E00365,7.6,1,2026-02-20
E00192,E00244,6.5,1,2026-02-20
E00207,E00244,5.5,1,2026-02-20
E00207,E00352,6.5,1,2026-02-20
E00233,E00352,6.2,1,2026-02-20
E00298,E00325,6.4,3,2026-05-19
E00317,E00352,7.5,1,2026-02-20
E00332,E00338,6.7,2,2026-02-20
E00010,E00094,6.0,1,2025-03-05
E00010,E00160,5.8,1,2025-03-05
E00010,E00193,6.3,1,2025-03-05
E00042,E00235,5.5,1,2025-03-05
E00044,E00051,7.9,1,2025-03-05
E00044,E00235,6.6,1,2025-03-05
E00044,E00321,7.1,1,2025-03-05
E00051,E00072,7.9,1,2025-03-05
E00071,E00160,7.3,1,2025-03-05
E00071,E00179,7.3,1,2025-03-05
E00072,E00171,6.4,1,2025-03-05
E00072,E00274,6.8,1,2025-03-05
E00160,E00224,6.1,1,2025-03-05
E00171,E00321,6.2,1,2025-03-05
E00174,E00274,5.5,1,2025-03-05
E00174,E00321,6.8,1,2025-03-05
E00179,E00193,6.5,1,2025-03-05
E00179,E00274,6.0,1,2025-03-05
E00179,E00321,6.5,2,2025-03-05
E00193,E00224,7.2,1,2025-03-05
E00224,E00273,6.6,1,2025-03-05
E00224,E00322,7.3,1,2025-03-05
E00235,E00263,5.8,1,2025-03-05
E00263,E00274,5.7,2,2025-11-20
E00277,E00604,6.9,1,2024-12-11
E00393,E00457,7.1,1,2024-12-11
E00457,E00518,7.4,1,2024-12-11
E00019,E00219,6.5,1,2025-07-22
E00020,E00035,6.3,1,2025-07-22
E00020,E00192,6.9,2,2025-07-22
E00035,E00184,6.7,2,2025-12-26
E00035,E00192,6.3,1,2025-07-22
E00045,E00116,6.2,1,2025-07-22
E00045,E00131,8.2,1,2025-07-22
E00045,E00184,6.0,1,2025-07-22
E00045,E00255,7.6,1,2025-07-22
E00077,E00184,6.2,2,2025-07-22
E00077,E00248,6.9,1,2025-07-22
E00077,E00264,5.9,1,2025-07-22
E00092,E00192,6.7,1,2025-07-22
E00110,E00184,6.2,1,2025-07-22
E00116,E00293,7.1,1,2025-07-22
E00219,E00264,6.1,1,2025-07-22
E00248,E00255,7.1,1,2025-07-22
E00248,E00264,6.9,1,2025-07-22
E00072,E00482,6.1,1,2025-07-05
E00102,E00124,7.8,1,2025-07-05
E00102,E00399,7.9,1,2025-07-05
E00124,E00214,8.2,1,2025-07-05
E00214,E00301,7.2,1,2025-07-05
E00301,E00351,6.5,1,2025-07-05
E00301,E00453,6.7,1,2025-07-05
E00465,E00482,6.0,1,2025-07-05
E00011,E00045,5.5,1,2024-04-26
E00013,E00142,5.9,1,2024-04-26
E00016,E00184,7.2,1,2024-04-26
E00016,E00282,7.4,1,2024-04-26
E00019,E00050,7.3,2,2025-03-30
E00019,E00282,8.7,1,2024-04-26
E00045,E00097,6.8,1,2024-04-26
E00050,E00184,6.9,1,2024-04-26
E00050,E00231,6.9,1,2024-04-26
E00050,E00265,6.4,2,2024-05-07
E00056,E00075,7.5,1,2024-04-26
E00075,E00079,5.9,1,2024-04-26
E00075,E00265,6.7,1,2024-04-26
E00079,E00106,6.1,1,2024-04-26
E00079,E00142,6.6,2,2025-10-09
E00081,E00142,6.6,1,2024-04-26
E00081,E00265,5.5,1,2024-04-26
E00097,E00184,6.9,1,2024-04-26
E00184,E00231,6.0,1,2024-04-26
E00184,E00282,6.2,1,2024-04-26
E00198,E00265,5.5,1,2024-04-26
E00198,E00279,6.5,1,2024-04-26
E00020,E00024,7.6,1,2025-07-15
E00020,E00041,8.7,1,2025-07-15
E00024,E00135,7.3,1,2025-07-15
E00024,E00244,7.9,1,2025-07-15
E00024,E00267,6.4,1,2025-07-15
E00024,E00283,6.5,1,2025-07-15
E00027,E00138,7.8,1,2025-07-15
E00027,E00267,7.4,1,2025-07-15
E00037,E00040,5.5,1,2025-07-15
E00040,E00238,5.5,1,2025-07-15
E00040,E00408,5.7,1,2025-07-15
E00138,E00267,6.8,1,2025-07-15
E00238,E00244,7.6,1,2025-07-15
E00244,E00267,9.0,1,2025-07-15
E00283,E00408,5.8,1,2025-07-15
E00014,E00019,5.6,1,2023-12-26
E00014,E00181,7.9,1,2023-12-26
E00014,E00192,5.7,1,2023-12-26
E00019,E00056,5.5,1,2023-12-26
E00019,E00249,6.4,3,2025-01-13
E00019,E00311,5.5,1,2023-12-26
E00025,E00264,7.3,2,2025-06-30
E00025,E00317,7.3,1,2023-12-26
E00034,E00051,6.8,1,2023-12-26
E00034,E00107,7.5,1,2023-12-26
E00051,E00114,5.9,1,2023-12-26
E00051,E00136,6.4,1,2023-12-26
E00051,E00159,7.1,1,2023-12-26
E00056,E00159,6.4,1,2023-12-26
E00056,E00306,5.9,1,2023-12-26
E00056,E00363,6.0,1,2023-12-26
E00107,E00114,6.0,1,2023-12-26
E00114,E00192,5.5,1,2023-12-26
E00114,E00249,7.2,1,2023-12-26
E00114,E00311,5.6,2,2026-02-26
E00136,E00159,7.0,1,2023-12-26
E00136,E00306,6.3,1,2023-12-26
E00159,E00192,6.1,2,2024-04-20
E00192,E00325,5.7,1,2023-12-26
E00264,E00306,7.2,1,2023-12-26
E00298,E00317,5.8,1,2023-12-26
E00306,E00363,7.3,1,2023-12-26
E00017,E00222,7.9,1,2025-04-08
E00018,E00255,6.1,1,2025-04-08
E00019,E00216,6.2,1,2025-04-08
E00019,E00233,5.5,1,2025-04-08
E00019,E00278,5.9,1,2025-04-08
E00071,E00223,6.2,2,2025-04-08
E00150,E00233,5.9,1,2025-04-08
E00223,E00233,6.1,1,2025-04-08
E00223,E00255,6.8,1,2025-04-08
E00223,E00279,5.7,1,2025-04-08
E00011,E00096,6.3,1,2024-10-07
E00011,E00264,5.6,1,2024-10-07
E00079,E00138,8.0,1,2024-10-07
E00096,E00379,6.4,1,2024-10-07
E00103,E00412,7.4,1,2024-10-07
E00113,E00198,9.7,1,2024-10-07
E00113,E00264,7.2,1,2024-10-07
E00113,E00378,7.9,1,2024-10-07
E00113,E00412,9.0,1,2024-10-07
E00126,E00309,6.5,1,2024-10-07
E00126,E00412,7.6,1,2024-10-07
E00138,E00240,9.0,1,2024-10-07
E00138,E00250,7.2,1,2024-10-07
E00138,E00264,7.4,1,2024-10-07
E00148,E00412,8.9,1,2024-10-07
E00152,E00240,8.7,1,2024-10-07
E00184,E00264,7.3,3,2026-01-10
E00197,E00198,8.5,1,2024-10-07
E00197,E00264,6.1,1,2024-10-07
E00250,E00264,6.0,1,2024-10-07
E00250,E00378,6.8,2,2024-10-07
E00264,E00401,6.0,1,2024-10-07
E00302,E00417,8.7,1,2024-10-07
E00309,E00401,6.4,1,2024-10-07
E00309,E00417,7.1,1,2024-10-07
E00378,E00401,7.1,1,2024-10-07
E00401,E00417,7.4,2,2024-10-07
E00039,E00159,6.0,1,2025-11-20
E00046,E00135,6.6,1,2025-11-20
E00076,E00302,5.6,1,2025-11-20
E00266,E00329,6.9,1,2025-11-20
E00041,E00207,6.2,1,2026-03-02
E00134,E00159,6.8,1,2026-03-02
E00134,E00274,7.0,1,2026-03-02
E00134,E00301,7.8,1,2026-03-02
E00159,E00207,6.7,1,2026-03-02
E00159,E00253,8.0,1,2026-03-02
E00159,E00371,7.4,1,2026-03-02
E00176,E00253,7.5,1,2026-03-02
E00253,E00287,7.5,1,2026-03-02
E00287,E00346,7.3,1,2026-03-02
E00287,E00371,7.6,1,2026-03-02
E00005,E00287,7.2,1,2026-01-27
E00005,E00340,7.0,1,2026-01-27
E00023,E00196,6.9,1,2026-01-27
E00023,E00287,6.3,1,2026-01-27
E00079,E00105,8.0,1,2026-01-27
E00079,E00107,7.5,1,2026-01-27
E00103,E00279,6.1,1,2026-01-27
E00105,E00305,8.0,1,2026-01-27
E00107,E00279,6.9,1,2026-01-27
E00107,E00340,7.3,1,2026-01-27
E00121,E00183,6.0,1,2026-01-27
E00121,E00312,6.1,2,2026-03-13
E00006,E00102,5.5,1,2025-12-15
E00006,E00194,6.3,1,2025-12-15
E00006,E00240,6.0,1,2025-12-15
E00046,E00093,6.5,1,2025-12-15
E00046,E00240,7.4,1,2025-12-15
E00083,E00101,8.1,1,2025-12-15
E00083,E00235,8.9,1,2025-12-15
E00093,E00215,5.9,1,2025-12-15
E00093,E00258,6.1,1,2025-12-15
E00093,E00269,6.0,1,2025-12-15
E00101,E00215,5.7,1,2025-12-15
E00168,E00248,5.5,1,2025-12-15
E00168,E00253,5.6,1,2025-12-15
E00168,E00260,5.8,1,2025-12-15
E00186,E00258,5.8,1,2025-12-15
E00194,E00253,5.5,1,2025-12-15
E00200,E00204,5.9,1,2025-12-15
E00200,E00215,5.6,1,2025-12-15
E00204,E00235,7.7,1,2025-12-15
E00235,E00240,7.1,1,2025-12-15
E00235,E00253,6.3,1,2025-12-15
E00235,E00269,7.9,1,2025-12-15
E00003,E00089,6.0,1,2026-03-04
E00003,E00103,8.0,1,2026-03-04
E00003,E00447,7.1,1,2026-03-04
E00089,E00496,5.5,1,2026-03-04
E00103,E00109,7.9,1,2026-03-04
E00103,E00323,7.9,1,2026-03-04
E00103,E00416,7.6,1,2026-03-04
E00109,E00250,5.8,1,2026-03-04
E00109,E00452,7.8,1,2026-03-04
E00180,E00203,7.6,1,2026-03-04
E00180,E00447,7.4,2,2026-03-04
E00203,E00259,6.3,1,2026-03-04
E00203,E00447,7.0,1,2026-03-04
E00203,E00452,7.9,1,2026-03-04
E00203,E00526,6.2,1,2026-03-04
E00250,E00323,5.5,1,2026-03-04
E00250,E00416,6.1,1,2026-03-04
E00250,E00447,5.5,1,2026-03-04
E00259,E00452,7.7,1,2026-03-04
E00452,E00496,7.1,1,2026-03-04
E00034,E00182,6.7,1,2026-03-02
E00034,E00265,6.7,1,2026-03-02
E00037,E00050,7.3,1,2026-03-02
E00037,E00170,6.3,2,2026-03-02
E00075,E00253,6.5,1,2026-03-02
E00010,E00028,6.4,2,2026-03-12
E00010,E00363,5.5,1,2024-01-31
E00028,E00221,6.6,1,2024-01-31
E00028,E00316,5.9,1,2024-01-31
E00067,E00331,7.0,2,2025-02-13
E00072,E00316,7.4,2,2025-02-07
E00072,E00331,6.1,1,2024-01-31
E00072,E00353,7.7,1,2024-01-31
E00109,E00157,7.2,1,2024-01-31
E00109,E00221,5.7,1,2024-01-31
E00109,E00279,6.9,2,2024-01-31
E00109,E00309,7.1,2,2026-03-05
