employee_id,project_id,role_in_project,start_date,end_date,task_count,performance_score,project_success_score,manager_feedback_score
E00049,P00720,Project Team Member,2024-08-17,2024-09-13,1,5.5,5.0,7.0
E00049,P00743,Project Team Member,2023-12-12,2024-01-05,1,7.2,6.2,7.8
E00049,P00747,Project Team Member,2023-12-17,2023-12-23,1,6.5,5.5,7.4
E00049,P00796,Project Team Member,2025-11-17,2025-11-22,1,6.8,7.5,7.6
E00049,P00819,Project Team Member,2025-10-20,2025-10-26,1,5.5,5.0,7.0
E00049,P00886,Project Team Member,2026-04-05,2026-03-05,1,6.7,7.4,7.6
E00049,P00888,Project Team Member,2026-02-18,2026-03-11,2,8.1,8.7,8.2
E00049,P00891,Project Team Member,2024-01-25,2024-01-27,1,7.5,8.7,8.0
E00050,P00012,Project Team Member,2025-07-06,2025-07-14,1,6.1,5.4,6.2
E00050,P00020,Project Team Member,2024-09-06,2024-10-05,1,5.9,5.2,6.2
E00050,P00051,Project Team Member,2024-12-08,2024-12-14,1,6.3,6.4,6.4
E00050,P00073,Project Team Member,2024-03-03,2024-03-07,1,8.0,9.3,7.2
E00050,P00075,Project Team Member,2026-04-27,2026-05-03,1,7.4,8.2,6.9
E00050,P00089,Project Team Member,2024-12-04,2024-12-10,1,9.2,9.7,7.8
E00050,P00092,Project Team Member,2026-04-26,2026-05-09,1,5.5,5.6,6.0
E00050,P00104,Project Team Member,2024-05-06,2024-05-14,1,6.5,7.0,6.4
E00050,P00120,Project Team Member,2024-08-20,2024-08-27,1,6.4,6.6,6.4
E00050,P00124,Project Team Member,2025-09-11,2025-09-17,1,5.8,5.7,6.1
E00050,P00180,Project Team Member,2025-06-01,2025-06-07,1,6.3,5.8,6.4
E00050,P00183,Project Team Member,2023-08-31,2023-09-04,1,9.6,9.7,8.0
E00050,P00188,Project Team Member,2025-09-28,2025-10-10,1,8.0,8.0,7.2
E00050,P00190,Project Team Member,2024-01-11,2024-01-14,1,7.1,7.8,6.8
E00050,P00196,Project Team Member,2025-05-13,2025-05-22,1,5.5,5.0,6.0
E00050,P00205,Project Team Member,2024-08-26,2024-08-29,1,5.9,5.2,6.2
E00050,P00211,Project Team Member,2025-03-03,2025-03-07,1,6.8,7.6,6.6
E00050,P00222,Project Team Member,2023-10-03,2023-10-10,1,5.5,5.2,6.0
E00050,P00238,Project Team Member,2024-04-21,2024-04-26,1,7.1,7.7,6.8
E00050,P00248,Project Team Member,2026-01-29,2026-02-28,2,6.7,5.6,6.6
E00050,P00262,Project Team Member,2024-10-31,2024-11-11,1,8.0,8.9,7.2
E00050,P00272,Project Team Member,2025-05-15,2025-05-30,1,7.4,8.3,6.9
E00050,P00276,Project Team Member,2025-05-19,2025-05-29,1,8.0,9.3,7.2
E00050,P00282,Project Team Member,2023-03-14,2023-03-24,1,7.7,8.7,7.0
E00050,P00287,Project Team Member,2026-03-11,2026-03-16,1,5.5,5.0,6.0
E00050,P00293,Project Team Member,2024-04-21,2024-05-04,1,7.3,8.0,6.8
E00050,P00315,Project Team Member,2026-03-10,2026-03-13,1,7.3,8.6,6.8
E00050,P00324,Project Team Member,2024-10-03,2024-10-12,1,5.5,5.0,6.0
E00050,P00360,Project Team Member,2025-01-06,2025-01-09,1,6.7,6.7,6.6
E00050,P00376,Project Team Member,2025-09-18,2025-10-18,1,5.5,5.0,6.0
E00050,P00382,Project Team Member,2023-07-26,2023-08-06,1,5.5,5.0,6.0
E00050,P00401,Project Team Member,2023-05-03,2023-05-05,1,5.5,5.0,6.0
E00050,P00404,Project Team Member,2025-10-08,2025-10-18,1,6.4,6.5,6.4
E00050,P00410,Project Team Member,2024-08-02,2024-08-04,1,5.5,5.0,6.0
E00050,P00427,Project Team Member,2025-01-29,2025-02-10,1,6.6,6.8,6.5
E00050,P00442,Project Team Member,2024-10-10,2024-10-27,2,6.7,6.5,6.6
E00050,P00449,Project Team Member,2026-01-01,2026-01-30,1,5.5,5.0,6.0
E00050,P00482,Project Team Member,2023-12-24,2024-01-06,1,8.0,9.4,7.2
E00050,P00486,Project Team Member,2023-03-20,2023-04-03,1,5.5,5.0,6.0
E00050,P00493,Project Team Member,2023-09-19,2023-09-25,1,7.3,8.5,6.8
E00050,P00509,Project Team Member,2026-03-30,2026-02-28,1,5.7,5.6,6.1
E00050,P00547,Project Team Member,2023-11-11,2023-11-21,1,6.7,7.6,6.6
E00050,P00557,Project Team Member,2026-01-22,2026-02-12,1,7.2,6.2,6.8
E00050,P00626,Project Team Member,2025-12-22,2025-12-26,1,5.9,5.2,6.2
E00050,P00631,Project Team Member,2024-02-20,2024-03-05,1,5.9,5.7,6.2
E00050,P00640,Project Team Member,2024-08-13,2024-08-16,1,6.4,7.8,6.4
E00050,P00641,Project Team Member,2023-08-08,2023-08-20,1,6.4,7.5,6.4
E00050,P00644,Project Team Member,2024-12-18,2024-12-28,1,5.5,5.0,6.0
E00050,P00692,Project Team Member,2025-03-24,2025-03-30,1,5.5,5.0,6.0
E00050,P00700,Project Team Member,2024-12-06,2024-12-08,1,6.4,6.6,6.4
E00050,P00706,Project Team Member,2023-11-26,2023-12-05,1,5.5,5.4,6.0
E00050,P00714,Project Team Member,2024-12-26,2025-01-01,1,6.3,7.6,6.4
E00050,P00729,Project Team Member,2023-01-27,2023-02-10,1,6.9,7.9,6.6
E00050,P00733,Project Team Member,2024-04-12,2024-05-01,1,5.5,5.0,6.0
E00050,P00740,Project Team Member,2026-02-16,2026-02-27,1,5.9,6.8,6.2
E00050,P00763,Project Team Member,2025-11-05,2025-11-11,1,6.1,6.1,6.2
E00050,P00765,Project Team Member,2024-11-23,2024-11-26,1,6.4,5.4,6.4
E00050,P00787,Project Team Member,2026-04-03,2026-04-19,1,7.0,6.0,6.7
E00050,P00794,Project Team Member,2024-10-07,2024-10-15,1,8.6,8.7,7.5
E00050,P00798,Project Team Member,2023-07-30,2023-08-03,1,5.5,5.3,6.0
E00050,P00816,Project Team Member,2026-02-15,2026-02-25,1,8.0,9.3,7.2
E00050,P00845,Project Team Member,2026-04-26,2026-04-28,1,6.4,7.7,6.4
E00050,P00876,Project Team Member,2025-09-17,2025-09-21,1,6.8,7.7,6.6
E00050,P00884,Project Team Member,2023-10-27,2023-11-04,1,6.0,6.2,6.2
E00051,P00026,Coordinator,2023-07-03,2023-07-13,1,5.6,5.4,6.9
E00051,P00063,Coordinator,2026-03-22,2026-04-11,1,5.5,5.0,6.8
E00051,P00071,Coordinator,2023-09-01,2023-09-08,1,5.8,6.7,7.0
E00051,P00079,Coordinator,2023-11-14,2023-11-17,1,5.9,6.5,7.0
E00051,P00085,Coordinator,2023-07-30,2023-08-11,1,6.7,8.0,7.4
E00051,P00093,Coordinator,2024-11-23,2024-11-26,1,6.1,5.9,7.2
E00051,P00109,Coordinator,2023-07-15,2023-07-28,1,8.9,9.3,8.6
E00051,P00213,Coordinator,2023-05-28,2023-06-01,1,5.8,5.4,7.0
E00051,P00231,Coordinator,2025-01-18,2025-01-20,1,5.5,5.0,6.8
E00051,P00234,Coordinator,2024-09-24,2024-10-02,1,8.0,9.3,8.1
E00051,P00240,Coordinator,2023-10-16,2023-10-23,1,6.0,7.0,7.1
E00051,P00255,Coordinator,2024-10-19,2024-11-08,1,8.4,9.7,8.3
E00051,P00293,Coordinator,2024-02-14,2024-04-16,2,8.0,8.8,8.1
E00051,P00338,Coordinator,2023-12-25,2024-01-18,1,5.5,5.9,6.8
E00051,P00341,Coordinator,2023-06-27,2023-07-08,1,5.5,5.0,6.8
E00051,P00354,Coordinator,2025-01-10,2025-02-06,1,5.5,5.0,6.8
E00051,P00388,Coordinator,2023-04-12,2023-04-19,1,5.5,5.0,6.8
E00051,P00442,Coordinator,2024-07-17,2024-07-28,1,8.4,9.7,8.3
E00051,P00508,Coordinator,2024-03-09,2024-03-24,1,6.0,5.8,7.1
E00051,P00530,Coordinator,2025-09-04,2025-10-03,1,6.1,5.9,7.2
E00051,P00536,Coordinator,2023-12-25,2023-12-31,1,6.8,7.5,7.5
E00051,P00537,Coordinator,2024-02-16,2024-02-28,1,8.1,9.4,8.1
E00051,P00540,Coordinator,2025-03-20,2025-03-28,1,7.3,8.7,7.8
E00051,P00543,Coordinator,2023-03-11,2023-04-02,1,6.9,7.5,7.6
E00051,P00557,Coordinator,2026-02-19,2026-02-26,1,6.8,7.9,7.5
E00051,P00560,Coordinator,2024-11-17,2024-11-28,1,7.7,8.3,8.0
E00051,P00612,Coordinator,2023-10-11,2023-10-16,1,5.5,5.0,6.8
E00051,P00647,Coordinator,2025-01-22,2025-01-26,1,5.5,5.0,6.8
E00051,P00669,Coordinator,2024-07-07,2024-07-13,1,8.0,9.3,8.1
E00051,P00685,Coordinator,2026-03-13,2026-03-28,1,5.6,5.8,6.9
E00051,P00751,Coordinator,2024-10-04,2024-10-06,1,5.5,5.0,6.8
E00051,P00763,Coordinator,2026-01-17,2026-01-24,1,5.5,5.0,6.8
E00051,P00794,Coordinator,2024-11-27,2024-12-11,1,5.5,5.8,6.8
E00051,P00840,Coordinator,2024-10-17,2024-10-21,1,6.4,6.5,7.3
E00051,P00858,Coordinator,2025-07-28,2025-08-19,1,5.5,5.0,6.8
E00051,P00864,Coordinator,2024-05-26,2024-06-10,1,6.1,6.2,7.2
E00052,P00043,Contributor,2023-06-25,2023-07-10,1,7.0,7.9,7.3
E00052,P00044,Contributor,2024-12-15,2024-12-22,1,7.0,6.6,7.3
E00052,P00116,Contributor,2025-04-15,2025-04-22,1,7.3,8.6,7.4
E00052,P00304,Contributor,2025-07-15,2025-07-26,1,7.7,8.7,7.6
E00052,P00383,Contributor,2024-02-13,2024-02-15,1,6.8,7.4,7.2
E00052,P00415,Contributor,2024-04-23,2024-05-21,1,8.3,8.2,8.0
E00052,P00423,Contributor,2026-03-02,2026-03-06,1,6.3,6.2,7.0
E00052,P00446,Contributor,2025-06-21,2025-06-27,1,5.7,6.1,6.6
E00052,P00487,Contributor,2023-02-14,2023-02-18,1,6.8,7.8,7.2
E00052,P00502,Contributor,2025-07-28,2025-08-04,1,9.5,9.7,8.6
E00052,P00512,Contributor,2024-06-15,2024-06-22,1,6.6,7.9,7.1
E00052,P00560,Contributor,2024-12-22,2025-01-03,1,6.2,5.2,6.9
E00052,P00620,Contributor,2024-07-17,2024-07-31,1,6.4,7.3,7.0
E00052,P00647,Contributor,2025-01-11,2025-01-25,1,7.0,8.3,7.3
E00052,P00672,Contributor,2025-12-02,2025-12-17,1,7.5,8.3,7.6
E00052,P00760,Contributor,2023-02-27,2023-03-10,1,7.7,8.8,7.6
E00052,P00767,Contributor,2023-12-09,2023-12-15,1,5.5,5.0,6.6
E00052,P00780,Contributor,2026-01-22,2026-02-01,1,5.5,5.0,6.6
E00052,P00861,Contributor,2025-12-01,2025-12-10,1,5.5,5.5,6.6
E00052,P00881,Contributor,2023-12-17,2023-12-21,1,7.4,8.8,7.5
E00052,P00883,Contributor,2026-01-01,2026-01-03,1,5.5,5.0,6.6
E00052,P00900,Contributor,2026-03-15,2026-03-24,1,6.1,5.7,6.8
E00053,P00003,Project Team Member,2026-03-07,2026-03-20,1,7.9,9.1,7.6
E00053,P00008,Project Team Member,2024-12-12,2024-12-16,1,9.7,9.7,8.6
E00053,P00014,Project Team Member,2024-03-25,2024-03-30,1,9.3,9.7,8.4
E00053,P00017,Project Team Member,2024-03-18,2024-04-07,1,7.2,8.5,7.3
E00053,P00028,Project Team Member,2024-12-03,2024-12-16,1,6.7,7.0,7.0
E00053,P00031,Project Team Member,2023-03-12,2023-03-21,1,8.0,9.3,7.7
E00053,P00036,Project Team Member,2023-11-16,2023-11-21,1,8.2,8.0,7.8
E00053,P00046,Project Team Member,2025-05-20,2025-05-31,1,5.5,5.0,6.4
E00053,P00047,Project Team Member,2024-11-13,2024-11-28,1,5.5,5.0,6.4
E00053,P00049,Project Team Member,2024-10-22,2024-11-03,1,5.5,5.0,6.4
E00053,P00050,Project Team Member,2026-03-07,2026-03-16,1,7.7,8.0,7.6
E00053,P00072,Project Team Member,2025-10-19,2025-10-25,1,7.1,7.8,7.2
E00053,P00086,Project Team Member,2025-03-02,2025-03-17,1,7.0,8.2,7.2
E00053,P00103,Project Team Member,2024-10-22,2024-10-30,1,8.9,9.4,8.2
E00053,P00127,Project Team Member,2025-03-21,2025-04-02,1,6.5,7.4,7.0
E00053,P00139,Project Team Member,2025-06-02,2025-06-04,1,7.4,8.3,7.4
E00053,P00179,Project Team Member,2026-03-06,2026-03-09,1,8.0,9.3,7.7
E00053,P00197,Project Team Member,2026-02-15,2026-02-24,1,5.5,5.0,6.4
E00053,P00212,Project Team Member,2025-04-11,2025-04-26,1,5.6,5.0,6.5
E00053,P00218,Project Team Member,2026-02-23,2026-03-08,1,7.2,6.7,7.3
E00053,P00219,Project Team Member,2024-05-20,2024-06-11,1,8.8,9.7,8.1
E00053,P00233,Project Team Member,2025-11-03,2025-11-25,1,7.1,8.0,7.2
E00053,P00234,Project Team Member,2024-11-20,2024-11-25,1,7.5,8.4,7.4
E00053,P00261,Project Team Member,2024-07-01,2024-07-06,1,8.1,8.3,7.8
E00053,P00292,Project Team Member,2023-11-06,2024-07-25,2,7.3,7.7,7.4
E00053,P00293,Project Team Member,2024-04-11,2024-04-23,1,6.8,7.8,7.1
E00053,P00310,Project Team Member,2023-05-10,2023-05-22,1,5.8,5.8,6.6
E00053,P00315,Project Team Member,2026-01-15,2026-01-19,1,6.1,5.9,6.8
E00053,P00346,Project Team Member,2026-01-08,2026-01-16,1,7.7,7.2,7.6
E00053,P00354,Project Team Member,2025-02-20,2025-02-22,1,6.8,8.1,7.1
E00053,P00369,Project Team Member,2024-02-17,2024-02-21,1,6.7,8.0,7.0
E00053,P00373,Project Team Member,2025-11-20,2025-12-04,1,5.9,5.2,6.6
E00053,P00380,Project Team Member,2023-11-28,2023-11-29,1,7.1,8.5,7.2
E00053,P00404,Project Team Member,2025-06-12,2025-06-21,1,5.5,5.1,6.4
E00053,P00418,Project Team Member,2023-04-03,2023-04-07,1,7.1,8.4,7.2
E00053,P00426,Project Team Member,2023-10-15,2023-10-19,1,8.4,9.7,7.9
E00053,P00427,Project Team Member,2025-07-22,2025-08-04,1,7.1,7.8,7.2
E00053,P00460,Project Team Member,2025-10-04,2025-10-17,1,5.8,5.5,6.6
E00053,P00464,Project Team Member,2026-04-10,2026-02-27,1,5.8,5.5,6.6
E00053,P00548,Project Team Member,2023-10-16,2023-10-24,1,6.7,8.0,7.0
E00053,P00563,Project Team Member,2023-10-12,2023-10-19,1,6.8,7.1,7.1
E00053,P00586,Project Team Member,2026-01-06,2026-01-13,1,6.0,5.9,6.7
E00053,P00615,Project Team Member,2024-09-27,2024-10-01,1,5.5,5.0,6.4
E00053,P00627,Project Team Member,2024-09-03,2024-09-15,1,5.5,5.0,6.4
E00053,P00635,Project Team Member,2023-05-20,2023-05-23,1,5.7,5.3,6.6
E00053,P00706,Project Team Member,2024-04-26,2024-05-09,1,8.8,9.7,8.1
E00053,P00716,Project Team Member,2023-09-12,2023-09-25,1,7.1,7.9,7.2
E00053,P00747,Project Team Member,2023-11-12,2023-11-26,1,5.5,5.3,6.4
E00053,P00748,Project Team Member,2026-01-25,2026-01-31,1,7.9,9.2,7.6
E00053,P00757,Project Team Member,2025-10-28,2025-11-05,1,6.8,7.3,7.1
E00053,P00767,Project Team Member,2024-12-19,2024-12-22,1,5.5,5.0,6.4
E00053,P00772,Project Team Member,2024-05-11,2024-05-25,1,6.2,7.2,6.8
E00053,P00830,Project Team Member,2025-12-18,2025-12-31,1,5.5,5.0,6.4
E00053,P00851,Project Team Member,2023-09-24,2023-10-10,2,7.3,6.4,7.4
E00053,P00858,Project Team Member,2025-06-14,2025-06-24,1,5.5,5.0,6.4
E00053,P00866,Project Team Member,2024-06-26,2024-06-30,1,7.2,8.1,7.3
E00053,P00873,Project Team Member,2025-03-12,2025-03-22,1,5.5,5.0,6.4
E00053,P00874,Project Team Member,2024-01-25,2024-01-28,1,5.5,5.0,6.4
E00053,P00894,Project Team Member,2025-10-14,2025-10-19,1,5.5,5.0,6.4
E00054,P00030,Project Team Member,2023-10-25,2023-10-29,1,5.5,5.0,7.0
E00054,P00078,Project Team Member,2024-08-01,2024-08-07,1,5.5,5.0,7.0
E00054,P00092,Project Team Member,2026-04-26,2026-05-10,1,5.8,5.0,7.2
E00054,P00118,Project Team Member,2025-06-13,2025-06-24,1,8.8,9.7,8.7
E00054,P00123,Project Team Member,2024-07-13,2024-07-29,1,8.0,9.3,8.3
E00054,P00127,Project Team Member,2025-05-11,2025-05-23,1,5.5,5.0,7.0
E00054,P00135,Project Team Member,2024-03-13,2024-03-24,1,6.9,6.9,7.8
E00054,P00142,Project Team Member,2025-01-06,2025-02-05,1,6.8,7.7,7.7
E00054,P00217,Project Team Member,2024-12-31,2025-01-07,1,7.2,6.2,7.9
E00054,P00219,Project Team Member,2023-11-28,2023-12-13,1,8.4,9.7,8.5
E00054,P00220,Project Team Member,2023-08-21,2023-09-02,1,5.5,5.0,7.0
E00054,P00263,Project Team Member,2024-03-16,2024-03-18,1,5.5,5.0,7.0
E00054,P00288,Project Team Member,2024-11-19,2024-11-27,1,6.7,8.0,7.6
E00054,P00304,Project Team Member,2025-04-07,2025-04-19,1,6.9,7.3,7.8
E00054,P00316,Project Team Member,2023-07-03,2023-07-09,1,6.9,8.0,7.8
E00054,P00332,Project Team Member,2025-10-28,2025-11-12,1,6.5,7.8,7.6
E00054,P00348,Project Team Member,2025-01-09,2025-01-20,1,5.9,5.2,7.2
E00054,P00371,Project Team Member,2025-03-29,2025-04-11,1,6.9,8.1,7.8
E00054,P00373,Project Team Member,2025-08-14,2025-08-20,1,5.5,5.0,7.0
E00054,P00380,Project Team Member,2023-09-02,2023-09-14,1,6.3,6.2,7.4
E00054,P00385,Project Team Member,2024-03-27,2024-04-09,1,5.5,5.0,7.0
E00054,P00389,Project Team Member,2025-04-23,2025-04-25,1,6.9,8.2,7.8
E00054,P00425,Project Team Member,2026-01-18,2026-01-20,1,6.8,7.8,7.7
E00054,P00454,Project Team Member,2024-03-09,2024-03-11,1,7.8,7.3,8.2
E00054,P00460,Project Team Member,2026-02-21,2026-02-23,1,9.1,9.7,8.8
E00054,P00462,Project Team Member,2025-06-16,2025-06-30,1,5.9,5.9,7.2
E00054,P00494,Project Team Member,2024-03-30,2024-04-03,1,8.7,8.9,8.6
E00054,P00525,Project Team Member,2026-01-12,2026-01-22,1,8.1,9.3,8.4
E00054,P00541,Project Team Member,2025-04-06,2025-04-19,1,6.0,6.9,7.3
E00054,P00553,Project Team Member,2024-11-08,2024-11-16,1,5.5,5.0,7.0
E00054,P00558,Project Team Member,2023-08-10,2023-08-14,1,5.5,5.0,7.0
E00054,P00567,Project Team Member,2023-10-20,2023-10-31,1,8.4,9.7,8.5
E00054,P00604,Project Team Member,2023-11-09,2023-11-18,1,7.4,6.8,8.0
E00054,P00655,Project Team Member,2026-03-08,2026-03-16,1,5.8,6.9,7.2
E00054,P00669,Project Team Member,2024-08-08,2024-08-22,1,6.4,5.4,7.5
E00054,P00672,Project Team Member,2025-10-30,2025-11-14,1,5.5,5.0,7.0
E00054,P00681,Project Team Member,2026-03-09,2026-03-25,1,7.4,8.6,8.0
E00054,P00682,Project Team Member,2023-09-29,2023-10-06,1,5.5,5.0,7.0
E00054,P00710,Project Team Member,2025-08-05,2025-08-20,1,7.7,7.1,8.2
E00054,P00724,Project Team Member,2025-12-04,2025-12-06,1,9.6,9.7,9.1
E00054,P00729,Project Team Member,2023-02-06,2023-02-20,1,8.0,9.4,8.3
E00054,P00732,Project Team Member,2026-04-12,2026-04-16,1,6.5,5.5,7.6
E00054,P00735,Project Team Member,2024-01-30,2024-02-14,1,6.2,5.6,7.4
E00054,P00742,Project Team Member,2024-03-01,2024-03-12,1,7.1,7.7,7.8
E00054,P00747,Project Team Member,2023-12-11,2023-12-20,1,6.2,5.9,7.4
E00054,P00754,Project Team Member,2026-03-11,2026-04-06,1,6.6,7.3,7.6
E00054,P00786,Project Team Member,2025-11-08,2025-11-20,1,5.5,5.0,7.0
E00054,P00807,Project Team Member,2023-08-24,2023-09-06,1,8.9,9.3,8.8
E00054,P00817,Project Team Member,2025-09-14,2025-09-24,1,6.6,7.9,7.6
E00054,P00829,Project Team Member,2023-10-25,2023-10-27,1,7.4,7.3,8.0
E00054,P00834,Project Team Member,2024-04-22,2024-05-03,1,5.9,5.5,7.2
E00054,P00837,Project Team Member,2023-12-27,2024-01-06,1,6.9,8.3,7.8
E00054,P00838,Project Team Member,2024-07-31,2024-08-10,1,8.3,8.9,8.4
E00054,P00842,Project Team Member,2024-03-31,2024-04-05,1,6.5,6.7,7.6
E00054,P00843,Project Team Member,2026-01-04,2026-01-10,1,8.0,9.3,8.3
E00054,P00846,Project Team Member,2023-05-28,2023-06-04,1,6.0,6.7,7.3
E00054,P00865,Project Team Member,2023-01-12,2023-01-17,1,5.5,5.0,7.0
E00054,P00867,Project Team Member,2024-07-25,2024-08-06,1,7.6,8.7,8.1
E00055,P00042,Project Team Member,2023-12-27,2024-01-01,1,7.2,6.2,8.1
E00055,P00061,Project Team Member,2023-05-26,2023-06-24,1,5.5,5.0,7.2
E00055,P00111,Project Team Member,2024-01-18,2024-01-31,1,6.2,6.2,7.6
E00055,P00119,Project Team Member,2024-12-17,2024-12-23,1,5.5,5.0,7.2
E00055,P00131,Project Team Member,2025-12-05,2025-12-16,1,5.5,5.0,7.2
E00055,P00187,Project Team Member,2025-12-17,2025-12-25,1,9.2,9.7,9.1
E00055,P00216,Project Team Member,2025-01-17,2025-01-24,1,5.5,5.0,7.2
E00055,P00279,Project Team Member,2025-04-18,2025-05-14,1,7.4,8.8,8.2
E00055,P00338,Project Team Member,2024-01-23,2024-02-06,1,7.4,8.8,8.2
E00055,P00477,Project Team Member,2026-01-24,2026-02-02,1,6.9,8.3,8.0
E00055,P00495,Project Team Member,2025-07-02,2025-07-11,1,5.5,5.0,7.2
E00055,P00533,Project Team Member,2026-03-25,2026-03-29,1,6.3,5.3,7.6
E00055,P00560,Project Team Member,2024-12-18,2025-02-08,2,6.4,5.2,7.7
E00055,P00713,Project Team Member,2024-03-27,2024-04-08,1,5.5,5.0,7.2
E00055,P00716,Project Team Member,2024-05-17,2024-05-22,1,8.5,9.5,8.8
E00055,P00723,Project Team Member,2023-04-09,2023-05-09,1,6.7,7.9,7.8
E00055,P00732,Project Team Member,2026-04-12,2026-04-22,1,6.3,6.5,7.6
E00055,P00737,Project Team Member,2024-09-06,2024-09-09,1,5.8,6.5,7.4
E00055,P00820,Project Team Member,2024-05-22,2024-05-23,1,6.5,7.5,7.8
E00055,P00843,Project Team Member,2025-03-19,2025-03-22,1,6.8,7.7,7.9
E00056,P00007,Specialist,2024-09-30,2024-10-07,1,5.9,5.5,7.4
E00056,P00023,Specialist,2024-10-17,2024-10-28,1,5.5,5.0,7.2
E00056,P00026,Specialist,2023-08-16,2023-08-25,1,5.6,5.4,7.2
E00056,P00036,Specialist,2024-01-01,2024-01-15,1,7.9,9.2,8.4
E00056,P00130,Specialist,2026-03-01,2026-03-08,1,7.3,8.2,8.0
E00056,P00146,Specialist,2024-11-27,2024-12-01,1,5.5,5.0,7.2
E00056,P00175,Specialist,2023-10-01,2023-10-04,1,6.1,7.4,7.4
E00056,P00238,Specialist,2023-12-10,2024-01-01,1,8.2,8.4,8.5
E00056,P00240,Specialist,2023-08-19,2023-08-29,1,5.6,5.6,7.2
E00056,P00254,Specialist,2024-02-21,2024-02-24,1,6.2,7.6,7.5
E00056,P00274,Specialist,2024-04-21,2024-08-30,2,6.9,6.8,7.8
E00056,P00314,Specialist,2025-06-20,2025-07-03,1,8.0,9.4,8.4
E00056,P00315,Specialist,2026-03-17,2026-03-19,1,6.0,5.8,7.4
E00056,P00358,Specialist,2024-09-24,2024-10-05,1,7.1,8.3,8.0
E00056,P00379,Specialist,2023-10-21,2023-10-28,1,8.8,9.0,8.8
E00056,P00470,Specialist,2024-01-18,2024-01-23,1,6.1,5.1,7.4
E00056,P00476,Specialist,2024-05-24,2024-06-08,1,8.1,8.7,8.4
E00056,P00527,Specialist,2024-07-28,2025-04-05,2,7.3,7.1,8.0
E00056,P00552,Specialist,2025-10-19,2025-11-01,1,8.5,9.1,8.6
E00056,P00561,Specialist,2024-02-07,2024-02-14,1,5.5,5.3,7.2
E00056,P00571,Specialist,2024-06-01,2024-06-11,1,6.5,6.7,7.6
E00056,P00694,Specialist,2023-08-05,2023-08-12,1,5.5,5.0,7.2
E00056,P00711,Specialist,2024-11-29,2024-12-18,1,8.2,9.2,8.5
E00056,P00718,Specialist,2025-10-02,2025-12-22,2,6.9,7.1,7.8
E00056,P00747,Specialist,2024-01-10,2024-01-11,1,5.5,5.0,7.2
E00056,P00812,Specialist,2023-06-19,2023-06-26,1,5.5,5.0,7.2
E00056,P00833,Specialist,2025-04-09,2025-04-24,1,8.0,9.3,8.4
E00056,P00842,Specialist,2024-03-06,2024-03-10,1,5.8,5.9,7.3
E00056,P00873,Specialist,2025-08-22,2025-08-29,1,5.7,5.0,7.2
E00056,P00883,Specialist,2026-02-24,2026-03-11,1,5.5,5.0,7.2
E00056,P00891,Specialist,2023-09-06,2023-09-08,1,6.2,7.1,7.5
E00057,P00037,Project Team Member,2025-12-04,2025-12-17,1,5.8,5.0,6.5
E00057,P00132,Project Team Member,2023-09-09,2023-09-15,1,8.0,9.3,7.6
E00057,P00149,Project Team Member,2023-12-07,2023-12-14,1,7.3,8.6,7.2
E00057,P00188,Project Team Member,2026-01-18,2026-01-31,1,5.5,5.1,6.4
E00057,P00197,Project Team Member,2026-02-05,2026-02-08,1,7.0,8.0,7.1
E00057,P00279,Project Team Member,2025-11-30,2025-12-15,1,5.5,5.0,6.4
E00057,P00286,Project Team Member,2025-11-12,2025-11-16,1,8.0,9.3,7.6
E00057,P00289,Project Team Member,2025-12-25,2026-01-09,1,7.9,9.2,7.6
E00057,P00331,Project Team Member,2024-10-02,2024-10-17,1,5.5,5.0,6.4
E00057,P00369,Project Team Member,2024-03-10,2024-03-18,1,5.5,5.0,6.4
E00057,P00373,Project Team Member,2025-08-24,2025-08-27,1,7.3,8.3,7.2
E00057,P00396,Project Team Member,2025-12-22,2025-12-27,1,6.5,5.5,6.8
E00057,P00415,Project Team Member,2024-10-24,2024-10-28,1,5.5,5.0,6.4
E00057,P00453,Project Team Member,2026-02-21,2026-03-01,1,6.8,7.8,7.0
E00057,P00467,Project Team Member,2025-01-19,2025-01-30,1,5.9,6.4,6.6
E00057,P00472,Project Team Member,2024-12-10,2024-12-15,1,5.5,5.6,6.4
E00057,P00487,Project Team Member,2023-08-25,2023-09-05,1,5.5,5.0,6.4
E00057,P00494,Project Team Member,2024-03-25,2024-03-27,1,5.5,5.0,6.4
E00057,P00529,Project Team Member,2023-08-14,2023-08-18,1,5.7,6.6,6.4
E00057,P00569,Project Team Member,2025-01-02,2025-01-11,1,6.1,6.3,6.6
E00057,P00571,Project Team Member,2024-05-14,2024-05-23,1,6.6,5.6,6.9
E00057,P00630,Project Team Member,2025-05-07,2025-05-13,1,5.9,5.6,6.6
E00057,P00637,Project Team Member,2024-02-22,2024-05-29,2,7.2,7.9,7.2
E00057,P00679,Project Team Member,2026-03-21,2026-02-28,1,6.3,7.3,6.8
E00057,P00681,Project Team Member,2026-01-09,2026-01-15,1,7.6,8.9,7.4
E00057,P00695,Project Team Member,2023-07-07,2023-08-20,2,7.3,8.0,7.2
E00057,P00707,Project Team Member,2024-06-11,2024-06-22,1,5.5,5.0,6.4
E00057,P00771,Project Team Member,2024-11-20,2024-11-26,1,5.5,5.0,6.4
E00057,P00802,Project Team Member,2024-08-15,2024-08-20,1,8.1,9.0,7.6
