employee_id,skill_id,years_experience,proficiency_level,last_used_date,certified_flag,skill_priority
E01293,SK034,3.0,Intermediate,2026-01-27,0,High
E01294,SK001,2.4,Intermediate,2025-11-28,1,Medium
E01294,SK004,2.5,Intermediate,2025-03-23,1,Medium
E01294,SK016,2.7,Intermediate,2025-12-02,1,High
E01294,SK022,1.8,Beginner,2026-03-02,0,Medium
E01295,SK001,1.7,Beginner,2024-12-11,1,Medium
E01295,SK010,1.1,Beginner,2025-08-30,1,Medium
E01295,SK027,2.2,Intermediate,2025-02-11,1,Medium
E01295,SK031,1.1,Beginner,2026-02-18,1,Low
E01296,SK009,2.6,Intermediate,2025-10-24,0,Low
E01296,SK019,1.4,Beginner,2025-08-07,1,Low
E01296,SK022,3.2,Intermediate,2024-12-27,0,Medium
E01296,SK036,1.0,Beginner,2025-12-04,1,Low
E01297,SK001,1.5,Beginner,2025-12-17,0,Low
E01297,SK008,3.9,Intermediate,2025-06-17,1,High
E01297,SK009,1.8,Beginner,2025-04-07,0,Medium
E01297,SK031,1.4,Beginner,2024-10-08,1,Low
E01297,SK033,1.3,Beginner,2025-02-26,0,Low
E01298,SK018,2.3,Intermediate,2026-01-21,0,High
E01298,SK020,0.5,Beginner,2025-09-16,0,Low
E01298,SK022,2.9,Intermediate,2024-10-31,0,High
E01299,SK001,0.5,Beginner,2025-12-21,0,Low
E01299,SK004,1.0,Beginner,2025-07-18,0,High
E01299,SK024,0.5,Beginner,2025-09-24,0,Low
E01299,SK035,0.8,Beginner,2025-06-17,0,Medium
E01300,SK019,2.5,Intermediate,2026-01-01,0,High
E01300,SK023,0.6,Beginner,2024-10-10,0,Low
E01300,SK025,1.4,Beginner,2024-12-26,0,Low
E01300,SK026,1.1,Beginner,2025-11-03,0,Low
E01300,SK033,0.9,Beginner,2025-08-05,0,Low
E01301,SK001,3.3,Intermediate,2026-03-03,1,Medium
E01301,SK002,3.1,Intermediate,2025-12-05,0,Low
E01301,SK026,4.4,Advanced,2026-01-08,0,Medium
E01301,SK037,7.0,Advanced,2025-03-30,1,High
E01302,SK008,0.5,Beginner,2025-08-25,0,High
E01302,SK012,0.5,Beginner,2026-03-15,1,Medium
E01302,SK025,0.5,Beginner,2025-09-26,0,High
E01302,SK026,0.5,Beginner,2025-12-22,1,Medium
E01302,SK033,0.5,Beginner,2025-04-28,1,Low
E01303,SK015,5.6,Advanced,2025-12-30,0,High
E01303,SK017,6.0,Advanced,2024-11-26,0,High
E01303,SK018,3.3,Intermediate,2025-06-28,0,Low
E01304,SK017,0.5,Beginner,2024-12-30,0,High
E01304,SK031,0.5,Beginner,2025-05-10,0,High
E01304,SK034,0.5,Beginner,2025-11-21,0,Medium
E01305,SK001,4.0,Advanced,2024-12-29,1,Medium
E01305,SK015,7.0,Advanced,2025-05-09,0,High
E01305,SK017,1.8,Beginner,2024-12-01,0,Low
E01305,SK020,4.0,Advanced,2025-04-02,1,Medium
E01306,SK017,2.4,Intermediate,2025-05-23,0,Low
E01306,SK018,6.1,Advanced,2024-12-17,0,High
E01306,SK020,3.4,Intermediate,2025-10-30,0,Low
E01306,SK022,4.8,Advanced,2025-06-23,0,Medium
E01306,SK027,3.6,Intermediate,2024-11-13,0,Medium
E01306,SK030,7.4,Advanced,2025-06-24,0,High
E01306,SK031,3.4,Intermediate,2024-11-23,0,Low
E01307,SK007,0.5,Beginner,2025-12-10,0,Low
E01307,SK021,0.5,Beginner,2025-01-11,0,Medium
E01307,SK022,0.7,Beginner,2025-04-16,0,Medium
E01307,SK026,0.5,Beginner,2025-06-17,0,Medium
E01307,SK027,0.5,Beginner,2025-07-15,0,Low
E01308,SK007,4.7,Advanced,2025-08-05,0,Low
E01308,SK008,4.7,Advanced,2025-12-05,1,Low
E01308,SK009,10.4,Advanced,2025-03-06,0,High
E01308,SK013,9.6,Advanced,2025-10-02,1,Medium
E01309,SK001,2.4,Intermediate,2025-09-05,1,Low
E01309,SK007,6.8,Advanced,2024-12-08,1,Medium
E01309,SK016,7.3,Advanced,2024-12-08,0,Medium
E01309,SK018,4.8,Advanced,2025-02-03,0,Medium
E01309,SK020,4.4,Advanced,2025-05-24,1,Medium
E01309,SK027,2.5,Intermediate,2025-10-10,0,Low
E01309,SK034,7.9,Advanced,2025-10-02,1,Medium
E01310,SK006,2.7,Intermediate,2025-02-14,0,Medium
E01310,SK020,3.3,Intermediate,2025-07-31,0,Medium
E01311,SK023,0.8,Beginner,2025-03-23,1,High
E01311,SK033,0.5,Beginner,2025-08-23,1,Medium
E01312,SK001,9.0,Advanced,2024-11-23,0,Medium
E01312,SK011,5.4,Advanced,2025-08-18,1,Low
E01312,SK015,5.5,Advanced,2025-12-04,1,Medium
E01312,SK016,7.3,Advanced,2025-12-22,1,Medium
E01312,SK033,9.7,Advanced,2024-12-01,1,Medium
E01313,SK013,4.3,Advanced,2025-07-29,0,Low
E01313,SK015,3.6,Intermediate,2026-02-24,0,Low
E01313,SK016,11.0,Advanced,2025-02-21,1,High
E01313,SK017,11.0,Advanced,2025-05-15,0,High
E01314,SK001,5.9,Advanced,2025-12-14,1,Medium
E01314,SK016,1.2,Beginner,2025-04-10,1,Low
E01314,SK018,5.0,Advanced,2026-02-03,0,Medium
E01314,SK020,5.6,Advanced,2026-01-07,1,High
E01314,SK021,1.3,Beginner,2025-05-02,1,Low
E01314,SK024,2.7,Intermediate,2025-07-27,1,Low
E01315,SK001,4.8,Advanced,2024-10-08,1,Medium
E01315,SK002,11.0,Advanced,2025-02-05,0,High
E01315,SK006,5.6,Advanced,2026-02-05,1,Medium
E01315,SK014,4.8,Advanced,2025-10-25,0,Low
E01315,SK020,5.8,Advanced,2026-01-23,1,Medium
E01315,SK024,9.3,Advanced,2025-02-21,1,High
E01315,SK032,6.0,Advanced,2025-04-10,1,Low
E01315,SK033,4.3,Advanced,2025-01-11,0,Medium
E01315,SK036,9.1,Advanced,2025-10-30,1,Medium
E01316,SK007,1.0,Beginner,2026-02-23,1,Low
E01316,SK008,3.4,Intermediate,2025-10-09,0,Low
E01316,SK015,4.1,Advanced,2025-07-26,0,Medium
E01316,SK017,2.0,Intermediate,2025-10-16,0,Low
E01316,SK020,3.5,Intermediate,2025-09-07,0,Medium
E01316,SK024,6.2,Advanced,2025-08-16,1,High
E01316,SK028,1.4,Beginner,2025-10-16,0,Low
E01317,SK011,6.3,Advanced,2024-10-08,1,Medium
E01317,SK019,4.9,Advanced,2024-11-08,0,Low
E01317,SK024,16.0,Advanced,2025-04-30,0,High
E01317,SK034,11.5,Advanced,2026-03-15,0,Medium
E01318,SK011,0.9,Beginner,2026-02-18,0,Low
E01318,SK014,1.5,Beginner,2024-11-19,0,Low
E01318,SK017,2.3,Intermediate,2026-03-08,0,High
E01318,SK033,1.9,Beginner,2025-07-12,0,Medium
E01319,SK002,1.8,Beginner,2025-06-12,0,Medium
E01319,SK003,2.2,Intermediate,2024-11-13,0,High
E01319,SK004,3.0,Intermediate,2025-01-31,0,High
E01319,SK005,1.3,Beginner,2025-07-25,0,Medium
E01319,SK029,1.6,Beginner,2025-12-06,0,Medium
E01320,SK001,3.8,Intermediate,2025-09-04,0,High
E01320,SK009,2.4,Intermediate,2025-05-02,1,Medium
E01320,SK015,3.4,Intermediate,2025-05-23,1,High
E01321,SK010,6.7,Advanced,2025-05-11,0,Medium
E01321,SK011,3.9,Intermediate,2025-04-01,1,Medium
E01321,SK017,7.3,Advanced,2025-01-20,1,High
E01322,SK009,1.4,Beginner,2025-05-29,1,Low
E01322,SK017,0.7,Beginner,2025-05-16,0,Low
E01322,SK022,2.8,Intermediate,2025-06-04,1,High
E01322,SK037,1.6,Beginner,2026-02-14,1,Medium
E01323,SK017,9.4,Advanced,2025-08-21,1,Medium
E01323,SK018,13.0,Advanced,2025-07-03,1,High
E01323,SK020,10.1,Advanced,2025-05-28,0,Medium
E01323,SK021,6.3,Advanced,2026-02-27,1,Medium
E01323,SK022,6.7,Advanced,2026-01-14,0,Medium
E01323,SK026,13.0,Advanced,2026-03-12,1,High
E01324,SK005,2.8,Intermediate,2025-10-11,0,Medium
E01324,SK014,2.4,Intermediate,2024-10-12,0,Low
E01324,SK019,3.2,Intermediate,2025-02-20,0,Medium
E01324,SK027,8.0,Advanced,2025-08-14,0,High
E01324,SK030,3.5,Intermediate,2025-01-21,0,Low
E01324,SK038,6.3,Advanced,2025-07-29,0,High
E01325,SK004,4.0,Advanced,2025-11-06,1,High
E01325,SK009,1.5,Beginner,2024-11-05,1,Medium
E01325,SK022,2.7,Intermediate,2026-01-31,1,Medium
E01326,SK001,2.0,Intermediate,2025-09-27,0,High
E01326,SK004,1.4,Beginner,2025-07-23,1,Medium
E01326,SK013,0.8,Beginner,2025-09-30,1,Low
E01326,SK017,1.9,Beginner,2025-11-16,1,High
E01326,SK029,0.8,Beginner,2025-04-05,1,Low
E01327,SK001,3.8,Intermediate,2026-01-03,0,High
E01327,SK002,1.3,Beginner,2025-12-16,0,Low
E01327,SK004,2.0,Intermediate,2025-10-05,0,Medium
E01327,SK006,1.0,Beginner,2025-12-03,0,Low
E01327,SK028,3.1,Intermediate,2025-11-15,0,Medium
E01327,SK035,3.3,Intermediate,2025-06-12,0,Medium
E01328,SK001,14.0,Advanced,2025-10-16,0,High
E01328,SK004,7.1,Advanced,2025-08-13,0,Medium
E01328,SK028,15.8,Advanced,2025-06-13,1,High
E01328,SK029,7.1,Advanced,2025-10-31,1,Medium
E01328,SK030,8.6,Advanced,2025-03-15,1,Low
E01328,SK035,5.5,Advanced,2024-11-15,1,Low
E01329,SK013,2.4,Intermediate,2025-05-14,1,Low
E01329,SK014,5.1,Advanced,2025-04-14,0,Medium
E01329,SK017,5.0,Advanced,2026-01-09,0,Medium
E01329,SK018,5.9,Advanced,2025-12-23,1,High
E01329,SK035,3.0,Intermediate,2025-03-26,1,Medium
E01329,SK037,7.0,Advanced,2025-06-21,1,High
E01329,SK038,1.3,Beginner,2025-06-23,0,Low
E01330,SK002,7.0,Advanced,2024-10-09,0,High
E01330,SK005,5.3,Advanced,2026-01-31,1,High
E01330,SK006,3.3,Intermediate,2026-03-21,1,Low
E01330,SK024,2.9,Intermediate,2025-11-08,1,Medium
E01330,SK032,3.1,Intermediate,2025-02-25,1,Low
E01330,SK034,3.2,Intermediate,2024-11-05,1,Low
E01331,SK012,2.1,Intermediate,2025-04-03,1,Low
E01331,SK017,6.0,Advanced,2025-03-12,0,High
E01331,SK023,5.4,Advanced,2026-02-16,1,High
E01332,SK001,1.7,Beginner,2025-05-28,1,Medium
E01332,SK002,2.8,Intermediate,2026-01-22,1,High
E01332,SK024,2.4,Intermediate,2025-07-26,1,Medium
E01332,SK029,2.0,Intermediate,2026-01-13,1,Medium
E01333,SK001,3.1,Intermediate,2025-02-25,1,Low
E01333,SK005,6.6,Advanced,2026-01-06,1,Medium
E01333,SK006,8.2,Advanced,2025-05-28,1,Medium
E01333,SK010,9.0,Advanced,2025-01-15,0,Medium
E01333,SK014,6.5,Advanced,2025-12-06,1,Medium
E01333,SK023,5.6,Advanced,2025-08-12,0,Medium
E01334,SK011,7.0,Advanced,2024-11-19,0,High
E01334,SK017,4.5,Advanced,2025-11-03,1,Medium
E01334,SK020,3.4,Intermediate,2025-03-17,0,Low
E01334,SK023,4.2,Advanced,2025-01-06,1,Medium
E01334,SK025,5.0,Advanced,2025-08-15,1,Medium
E01334,SK034,2.2,Intermediate,2025-09-18,0,Low
E01335,SK002,1.7,Beginner,2024-11-25,0,Low
E01335,SK013,0.7,Beginner,2026-03-15,0,Low
E01335,SK019,1.8,Beginner,2026-01-17,0,Low
E01335,SK025,4.8,Advanced,2024-10-10,0,Medium
E01335,SK026,0.9,Beginner,2025-12-17,0,Low
E01336,SK002,1.4,Beginner,2025-03-19,0,Medium
E01336,SK024,2.3,Intermediate,2026-02-12,0,High
E01337,SK001,2.0,Intermediate,2025-12-11,0,High
E01337,SK007,1.6,Beginner,2026-02-10,0,Medium
E01337,SK018,0.5,Beginner,2024-12-04,0,Low
E01337,SK023,0.7,Beginner,2025-08-23,0,Low
E01338,SK001,5.4,Advanced,2026-01-07,1,Medium
E01338,SK016,4.6,Advanced,2025-10-14,0,Medium
E01338,SK024,2.0,Intermediate,2025-09-19,0,Low
E01338,SK028,7.1,Advanced,2026-02-01,0,High
E01338,SK029,4.7,Advanced,2025-04-02,0,Medium
E01338,SK036,6.9,Advanced,2025-11-01,0,High
E01339,SK012,6.7,Advanced,2025-07-04,1,Medium
E01339,SK020,1.4,Beginner,2024-12-20,1,Low
E01339,SK023,11.1,Advanced,2025-03-24,1,High
E01339,SK032,3.0,Intermediate,2025-02-22,1,Low
E01340,SK004,0.5,Beginner,2025-03-20,1,Low
E01340,SK009,0.6,Beginner,2025-09-30,1,Medium
E01340,SK027,0.8,Beginner,2025-04-17,1,Medium
E01341,SK002,0.7,Beginner,2025-04-09,0,Low
E01341,SK007,1.2,Beginner,2025-01-08,0,Medium
E01341,SK011,2.0,Intermediate,2024-10-26,0,High
E01341,SK017,0.9,Beginner,2025-06-10,0,Low
E01341,SK026,0.5,Beginner,2025-06-12,0,Low
E01342,SK011,0.5,Beginner,2025-03-13,1,Low
E01342,SK024,0.9,Beginner,2025-01-01,1,High
E01342,SK030,0.6,Beginner,2026-02-17,1,Medium
E01343,SK001,3.1,Intermediate,2025-06-02,1,Medium
E01343,SK004,2.9,Intermediate,2025-10-06,0,High
E01343,SK033,3.2,Intermediate,2026-03-22,1,Medium
E01344,SK004,5.0,Advanced,2025-07-22,0,High
E01344,SK005,0.9,Beginner,2024-10-08,1,Low
E01344,SK011,3.8,Intermediate,2025-07-31,1,Medium
E01344,SK027,2.1,Intermediate,2024-11-30,0,Medium
E01344,SK031,3.1,Intermediate,2025-11-15,1,Medium
E01344,SK036,0.7,Beginner,2025-03-21,1,Low
E01345,SK009,5.0,Advanced,2026-03-06,0,Medium
E01345,SK013,3.0,Intermediate,2025-07-13,1,Medium
E01345,SK024,4.4,Advanced,2024-11-11,0,Medium
E01345,SK031,4.9,Advanced,2025-08-24,1,Medium
E01345,SK033,2.8,Intermediate,2025-11-26,1,Low
E01345,SK034,2.4,Intermediate,2024-11-03,0,Medium
E01346,SK007,5.8,Advanced,2025-08-14,1,High
E01346,SK029,4.9,Advanced,2024-11-15,1,High
E01346,SK036,2.0,Intermediate,2025-11-18,0,Low
E01347,SK023,0.5,Beginner,2025-11-15,0,High
E01347,SK025,0.5,Beginner,2025-09-20,0,Medium
E01347,SK026,0.5,Beginner,2025-04-11,0,High
E01348,SK002,8.6,Advanced,2025-03-29,1,High
E01348,SK011,9.2,Advanced,2025-05-15,1,Medium
E01348,SK013,2.9,Intermediate,2024-11-13,0,Low
E01348,SK021,3.8,Intermediate,2024-12-03,0,Low
E01348,SK033,5.0,Advanced,2025-12-12,0,Low
E01349,SK004,2.1,Intermediate,2025-01-24,1,Low
E01349,SK008,5.5,Advanced,2024-11-05,0,Medium
E01349,SK024,11.7,Advanced,2026-02-01,0,High
E01349,SK028,5.8,Advanced,2025-03-16,1,Low
E01349,SK029,5.6,Advanced,2024-12-01,0,Low
E01350,SK001,1.0,Beginner,2025-05-10,0,High
E01350,SK016,0.5,Beginner,2024-12-27,0,Low
E01350,SK023,0.7,Beginner,2025-07-09,0,Medium
E01350,SK033,1.0,Beginner,2025-06-18,0,High
E01351,SK021,0.5,Beginner,2025-01-11,1,High
E01351,SK025,0.5,Beginner,2025-06-04,1,Low
E01351,SK035,0.5,Beginner,2026-02-24,1,High
E01352,SK001,1.1,Beginner,2025-06-20,1,Medium
E01352,SK002,2.5,Intermediate,2025-05-12,1,Medium
E01352,SK010,1.6,Beginner,2025-10-31,0,Medium
E01352,SK023,2.9,Intermediate,2026-01-16,0,High
E01352,SK037,0.5,Beginner,2025-10-21,0,Low
E01353,SK019,3.0,Intermediate,2025-03-31,1,High
E01353,SK022,1.6,Beginner,2025-12-20,1,Medium
E01353,SK024,1.7,Beginner,2025-11-17,0,Medium
E01353,SK026,1.4,Beginner,2025-06-06,1,Medium
E01354,SK001,6.5,Advanced,2025-10-30,0,Medium
E01354,SK006,4.1,Advanced,2024-10-27,0,Low
E01354,SK008,1.8,Beginner,2025-02-20,0,Low
E01354,SK021,3.5,Intermediate,2026-02-23,0,Medium
E01354,SK032,4.3,Advanced,2025-11-13,0,Medium
E01354,SK033,9.0,Advanced,2025-10-24,0,High
E01354,SK034,1.7,Beginner,2024-11-04,0,Low
E01355,SK001,5.8,Advanced,2025-01-01,1,Medium
E01355,SK013,4.2,Advanced,2024-11-21,1,Medium
E01355,SK017,5.4,Advanced,2025-04-10,1,High
E01355,SK018,2.8,Intermediate,2025-03-05,1,Medium
E01355,SK022,4.0,Advanced,2025-11-30,1,Medium
E01355,SK024,2.6,Intermediate,2024-10-20,1,Low
E01356,SK011,6.5,Advanced,2026-01-16,0,Medium
E01356,SK013,17.0,Advanced,2025-06-17,0,High
E01356,SK017,6.3,Advanced,2026-03-24,0,Low
E01356,SK025,12.0,Advanced,2025-07-02,0,High
E01356,SK027,8.1,Advanced,2025-10-02,0,Low
E01356,SK031,5.5,Advanced,2026-02-03,0,Low
E01356,SK035,10.7,Advanced,2025-10-19,0,Medium
E01356,SK036,11.8,Advanced,2026-03-17,0,Medium
E01357,SK017,8.0,Advanced,2024-12-28,0,Medium
E01357,SK018,12.6,Advanced,2026-02-16,0,Medium
E01357,SK020,8.1,Advanced,2024-12-25,0,Medium
E01357,SK021,14.0,Advanced,2025-11-05,0,High
E01357,SK023,14.2,Advanced,2025-03-29,0,Medium
E01357,SK024,3.0,Intermediate,2025-08-14,0,Low
E01357,SK026,11.0,Advanced,2025-05-30,1,Medium
E01357,SK036,9.7,Advanced,2025-03-23,0,Medium
E01358,SK001,5.0,Advanced,2024-11-15,1,High
E01358,SK002,4.9,Advanced,2024-12-14,1,High
E01358,SK008,2.0,Intermediate,2026-02-21,1,Medium
E01358,SK034,4.0,Advanced,2025-09-17,1,Medium
E01358,SK036,3.8,Intermediate,2025-07-07,0,Medium
E01359,SK005,0.7,Beginner,2026-01-10,1,High
E01359,SK012,0.8,Beginner,2025-08-03,1,Medium
E01359,SK019,0.5,Beginner,2026-02-18,0,Medium
E01360,SK011,0.5,Beginner,2024-12-14,0,Low
E01360,SK013,0.5,Beginner,2024-12-31,0,Low
E01360,SK022,0.5,Beginner,2026-01-27,0,Medium
E01360,SK023,0.5,Beginner,2024-12-17,0,High
E01360,SK028,0.5,Beginner,2025-10-03,0,Medium
E01361,SK017,4.1,Advanced,2025-09-13,0,Medium
E01361,SK023,2.1,Intermediate,2025-10-11,1,Low
E01361,SK024,3.8,Intermediate,2026-01-26,0,Medium
E01361,SK031,3.6,Intermediate,2025-07-25,1,Medium
E01361,SK037,0.8,Beginner,2025-08-18,0,Low
E01362,SK019,1.3,Beginner,2025-08-12,1,Medium
E01362,SK022,0.5,Beginner,2024-11-07,0,Low
E01362,SK024,1.8,Beginner,2025-05-29,1,Medium
E01362,SK025,3.0,Intermediate,2024-10-11,0,High
E01362,SK029,1.4,Beginner,2025-07-30,1,Low
E01363,SK005,1.4,Beginner,2026-02-15,1,Medium
E01363,SK017,4.0,Advanced,2025-06-06,1,High
E01363,SK020,2.7,Intermediate,2025-03-08,1,Medium
E01363,SK022,3.3,Intermediate,2025-09-06,1,Medium
E01364,SK007,1.2,Beginner,2024-10-09,0,Low
E01364,SK025,3.0,Intermediate,2025-02-27,0,High
E01365,SK027,1.7,Beginner,2026-01-25,0,High
E01365,SK030,1.4,Beginner,2025-12-11,1,Medium
E01365,SK031,0.9,Beginner,2025-05-28,1,Medium
E01365,SK035,1.6,Beginner,2024-11-18,1,Medium
E01366,SK024,0.5,Beginner,2025-03-23,0,High
E01366,SK038,0.5,Beginner,2025-12-19,0,Low
E01367,SK021,1.5,Beginner,2024-11-24,1,Low
E01367,SK023,3.1,Intermediate,2025-01-01,1,Medium
E01367,SK027,1.0,Beginner,2025-11-21,1,Low
E01367,SK038,2.7,Intermediate,2025-12-04,1,Medium
E01368,SK004,0.5,Beginner,2025-09-06,0,Low
E01368,SK025,0.5,Beginner,2025-05-26,0,Low
E01368,SK026,1.0,Beginner,2025-09-30,0,High
E01368,SK033,0.8,Beginner,2025-06-04,0,Medium
E01369,SK007,4.8,Advanced,2025-06-02,0,Medium
E01369,SK008,2.5,Intermediate,2025-12-09,0,Low
E01369,SK011,3.9,Intermediate,2025-11-22,0,Medium
E01369,SK013,5.7,Advanced,2025-02-02,1,Medium
E01369,SK014,5.1,Advanced,2025-06-03,1,Medium
E01369,SK026,7.3,Advanced,2024-10-29,1,Medium
E01369,SK028,9.9,Advanced,2026-03-07,1,High
E01369,SK037,9.2,Advanced,2025-11-28,1,High
E01370,SK022,3.0,Intermediate,2025-11-20,1,High
E01370,SK025,2.8,Intermediate,2024-12-07,1,High
E01371,SK013,4.5,Advanced,2025-08-09,1,Low
E01371,SK015,7.2,Advanced,2024-10-25,0,Medium
E01371,SK017,11.2,Advanced,2026-02-11,0,High
E01371,SK022,6.7,Advanced,2025-05-29,1,Medium
E01371,SK027,5.9,Advanced,2025-01-19,0,Medium
E01371,SK035,6.7,Advanced,2026-02-23,1,Low
E01372,SK002,7.5,Advanced,2024-11-16,1,Medium
E01372,SK011,7.6,Advanced,2026-02-14,0,Medium
E01372,SK012,4.2,Advanced,2025-02-06,1,Medium
E01372,SK013,6.9,Advanced,2026-01-12,1,Medium
E01372,SK014,7.1,Advanced,2025-06-08,1,High
E01372,SK016,9.0,Advanced,2026-01-04,1,High
E01372,SK023,4.7,Advanced,2025-04-12,0,Medium
E01372,SK038,2.7,Intermediate,2024-10-22,0,Low
E01373,SK006,2.8,Intermediate,2026-01-05,0,Medium
E01373,SK017,7.0,Advanced,2025-11-30,0,High
E01373,SK024,5.4,Advanced,2024-11-10,1,Medium
E01373,SK025,7.0,Advanced,2024-12-28,0,High
E01373,SK031,3.0,Intermediate,2025-03-27,0,Medium
E01374,SK004,7.6,Advanced,2025-08-03,0,High
E01374,SK005,2.1,Intermediate,2025-01-29,0,Low
E01374,SK017,6.8,Advanced,2025-04-20,1,Medium
E01374,SK018,6.8,Advanced,2025-05-13,0,Medium
E01374,SK027,5.2,Advanced,2025-03-24,0,Medium
E01374,SK029,1.1,Beginner,2025-02-22,0,Low
E01374,SK035,4.4,Advanced,2026-02-25,0,Medium
E01375,SK011,3.5,Intermediate,2025-12-24,1,High
E01375,SK017,2.1,Intermediate,2025-12-25,1,Medium
E01375,SK026,1.8,Beginner,2025-04-01,1,Medium
E01376,SK001,11.9,Advanced,2025-06-28,1,Medium
E01376,SK004,13.4,Advanced,2025-05-23,0,Medium
E01376,SK006,6.8,Advanced,2024-12-13,1,Medium
E01376,SK009,15.8,Advanced,2024-11-25,0,High
E01376,SK013,15.0,Advanced,2025-08-08,1,High
E01376,SK033,7.4,Advanced,2025-12-13,1,Low
E01376,SK036,7.6,Advanced,2026-01-25,0,Low
E01377,SK002,2.2,Intermediate,2025-02-19,0,Medium
E01377,SK005,4.7,Advanced,2025-01-12,0,High
E01377,SK006,3.1,Intermediate,2025-07-18,0,Medium
E01377,SK034,3.7,Intermediate,2024-11-13,0,High
E01378,SK025,3.1,Intermediate,2025-07-28,0,Medium
E01378,SK026,1.4,Beginner,2025-09-03,0,Low
E01378,SK034,0.6,Beginner,2025-06-02,0,Low
E01379,SK005,3.5,Intermediate,2025-04-22,1,Medium
E01379,SK011,1.3,Beginner,2026-01-27,1,Low
E01379,SK013,5.2,Advanced,2025-05-24,0,High
E01379,SK014,2.8,Intermediate,2026-01-06,1,Low
E01379,SK017,4.3,Advanced,2024-12-05,1,Medium
E01380,SK017,2.6,Intermediate,2025-07-14,0,Medium
E01380,SK018,6.6,Advanced,2025-12-08,0,High
E01380,SK026,1.8,Beginner,2025-06-08,0,Low
E01380,SK031,2.4,Intermediate,2025-08-18,0,Low
E01380,SK035,5.3,Advanced,2025-12-13,0,Medium
E01381,SK018,3.8,Intermediate,2024-10-15,0,Medium
E01381,SK021,5.7,Advanced,2025-11-04,0,High
E01381,SK024,2.0,Intermediate,2026-02-22,0,Low
E01381,SK025,0.9,Beginner,2025-09-01,0,Low
E01381,SK030,3.7,Intermediate,2025-06-07,0,Medium
E01382,SK019,5.2,Advanced,2025-09-10,0,Medium
E01382,SK024,10.0,Advanced,2025-10-21,0,High
E01382,SK025,2.7,Intermediate,2025-02-02,0,Low
E01382,SK026,9.0,Advanced,2026-02-26,1,High
E01382,SK030,5.2,Advanced,2025-03-22,0,Medium
E01383,SK036,0.5,Beginner,2025-12-26,0,High
E01384,SK001,10.0,Advanced,2025-11-13,1,Medium
E01384,SK008,7.2,Advanced,2025-11-13,0,Medium
E01384,SK011,12.0,Advanced,2024-11-13,1,High
E01384,SK013,2.8,Intermediate,2025-11-20,0,Low
E01384,SK014,7.1,Advanced,2025-10-01,1,Medium
E01385,SK005,2.8,Intermediate,2025-05-24,0,Low
E01385,SK006,2.5,Intermediate,2025-12-24,0,Medium
E01385,SK015,4.7,Advanced,2025-10-07,0,Medium
E01385,SK022,5.8,Advanced,2025-08-01,0,Medium
E01385,SK023,7.0,Advanced,2024-12-03,0,High
E01386,SK001,3.9,Intermediate,2025-07-15,1,Medium
E01386,SK020,3.7,Intermediate,2024-10-20,1,Medium
E01386,SK024,0.8,Beginner,2025-08-15,0,Low
E01386,SK029,6.6,Advanced,2024-11-30,1,High
E01387,SK002,1.8,Beginner,2026-03-06,0,Low
E01387,SK011,4.1,Advanced,2025-10-29,1,Low
E01387,SK024,8.8,Advanced,2025-01-09,1,High
E01387,SK027,9.0,Advanced,2025-03-21,1,High
E01387,SK029,5.5,Advanced,2025-02-23,1,Medium
E01387,SK032,4.4,Advanced,2026-01-24,1,Medium
E01387,SK034,2.7,Intermediate,2025-08-30,0,Low
E01388,SK001,3.1,Intermediate,2024-11-21,0,Low
E01388,SK002,12.0,Advanced,2026-02-06,1,Medium
E01388,SK005,6.2,Advanced,2025-02-21,1,Low
E01388,SK011,5.3,Advanced,2024-10-19,1,Low
E01388,SK022,11.1,Advanced,2025-03-08,0,Medium
E01388,SK023,7.7,Advanced,2025-06-01,1,Medium
E01389,SK007,6.7,Advanced,2025-10-05,1,Medium
E01389,SK037,5.7,Advanced,2024-10-15,1,High
E01390,SK011,0.5,Beginner,2025-04-12,0,Medium
E01390,SK022,0.5,Beginner,2025-12-09,0,Medium
E01390,SK025,1.0,Beginner,2025-07-06,0,High
E01390,SK026,0.9,Beginner,2025-06-08,1,High
E01391,SK005,3.9,Intermediate,2025-04-30,1,Medium
E01391,SK013,2.5,Intermediate,2025-09-06,1,Medium
E01391,SK024,5.0,Advanced,2025-03-31,0,High
E01391,SK028,0.8,Beginner,2024-12-15,1,Low
E01391,SK030,3.5,Intermediate,2026-01-12,0,High
E01391,SK036,3.7,Intermediate,2024-11-23,1,Medium
E01392,SK004,5.6,Advanced,2025-06-15,0,Medium
E01392,SK020,3.3,Intermediate,2025-05-05,0,Medium
E01392,SK021,1.6,Beginner,2025-06-19,0,Low
E01392,SK023,9.0,Advanced,2024-12-18,0,High
E01392,SK026,7.0,Advanced,2025-10-14,1,High
E01392,SK033,7.0,Advanced,2025-07-03,0,Medium
E01392,SK036,2.3,Intermediate,2025-02-01,1,Low
E01393,SK010,0.5,Beginner,2025-09-19,1,Low
E01393,SK020,0.5,Beginner,2026-03-17,1,Low
E01393,SK022,0.5,Beginner,2025-04-02,0,Low
E01393,SK026,0.5,Beginner,2025-10-10,1,High
E01393,SK037,0.5,Beginner,2025-09-10,0,Medium
E01394,SK001,0.5,Beginner,2026-02-11,0,High
E01394,SK032,0.5,Beginner,2025-05-23,0,High
E01395,SK008,8.0,Advanced,2025-02-26,1,High
